,code,desc,rule
75,O99.312,"Alcohol use complicating pregnancy, second trimester",maternity
76,O99.313,"Alcohol use complicating pregnancy, third trimester",maternity
77,O99.314,Alcohol use complicating childbirth,maternity
78,O99.315,Alcohol use complicating the puerperium,maternity
79,O99.320,"Drug use complicating pregnancy, unspecified trimester",maternity
80,O99.321,"Drug use complicating pregnancy, first trimester",maternity
81,O99.322,"Drug use complicating pregnancy, second trimester",maternity
82,O99.323,"Drug use complicating pregnancy, third trimester",maternity
83,O99.324,Drug use complicating childbirth,maternity
84,O99.325,Drug use complicating the puerperium,maternity
85,O99.330,"Smoking (tobacco) complicating pregnancy, unspecified trimester",maternity
86,O99.331,"Smoking (tobacco) complicating pregnancy, first trimester",maternity
87,O99.332,"Smoking (tobacco) complicating pregnancy, second trimester",maternity
88,O99.333,"Smoking (tobacco) complicating pregnancy, third trimester",maternity
89,O99.334,Smoking (tobacco) complicating childbirth,maternity
90,O99.335,Smoking (tobacco) complicating the puerperium,maternity
91,O99.340,"Other mental disorders complicating pregnancy, unspecified trimester",maternity
92,O99.341,"Other mental disorders complicating pregnancy, first trimester",maternity
93,O99.342,"Other mental disorders complicating pregnancy, second trimester",maternity
94,O99.343,"Other mental disorders complicating pregnancy, third trimester",maternity
95,O99.344,Other mental disorders complicating childbirth,maternity
96,O99.345,Other mental disorders complicating the puerperium,maternity
97,O99.350,"Diseases of the nervous system complicating pregnancy, unspecified trimester",maternity
98,O99.351,"Diseases of the nervous system complicating pregnancy, first trimester",maternity
99,O99.352,"Diseases of the nervous system complicating pregnancy, second trimester",maternity
0,O99.353,"Diseases of the nervous system complicating pregnancy, third trimester",maternity
1,O99.354,Diseases of the nervous system complicating childbirth,maternity
2,O99.355,Diseases of the nervous system complicating the puerperium,maternity
3,O99.411,"Diseases of the circulatory system complicating pregnancy, first trimester",maternity
4,O99.412,"Diseases of the circulatory system complicating pregnancy, second trimester",maternity
5,O99.413,"Diseases of the circulatory system complicating pregnancy, third trimester",maternity
6,O99.419,"Diseases of the circulatory system complicating pregnancy, unspecified trimester",maternity
7,O99.42,Diseases of the circulatory system complicating childbirth,maternity
8,O99.43,Diseases of the circulatory system complicating the puerperium,maternity
9,O99.511,"Diseases of the respiratory system complicating pregnancy, first trimester",maternity
10,O99.512,"Diseases of the respiratory system complicating pregnancy, second trimester",maternity
11,O99.513,"Diseases of the respiratory system complicating pregnancy, third trimester",maternity
12,O99.519,"Diseases of the respiratory system complicating pregnancy, unspecified trimester",maternity
13,O99.52,Diseases of the respiratory system complicating childbirth,maternity
14,O99.53,Diseases of the respiratory system complicating the puerperium,maternity
15,O99.611,"Diseases of the digestive system complicating pregnancy, first trimester",maternity
16,O99.612,"Diseases of the digestive system complicating pregnancy, second trimester",maternity
17,O99.613,"Diseases of the digestive system complicating pregnancy, third trimester",maternity
18,O99.619,"Diseases of the digestive system complicating pregnancy, unspecified trimester",maternity
19,O99.62,Diseases of the digestive system complicating childbirth,maternity
20,O99.63,Diseases of the digestive system complicating the puerperium,maternity
21,O99.711,"Diseases of the skin and subcutaneous tissue complicating pregnancy, first trimester",maternity
22,O99.712,"Diseases of the skin and subcutaneous tissue complicating pregnancy, second trimester",maternity
23,O99.713,"Diseases of the skin and subcutaneous tissue complicating pregnancy, third trimester",maternity
24,O99.719,"Diseases of the skin and subcutaneous tissue complicating pregnancy, unspecified trimester",maternity
25,O99.72,Diseases of the skin and subcutaneous tissue complicating childbirth,maternity
26,O99.73,Diseases of the skin and subcutaneous tissue complicating the puerperium,maternity
27,O99.810,Abnormal glucose complicating pregnancy,maternity
28,O99.814,Abnormal glucose complicating childbirth,maternity
29,O99.815,Abnormal glucose complicating the puerperium,maternity
30,O99.820,Streptococcus B carrier state complicating pregnancy,maternity
31,O99.824,Streptococcus B carrier state complicating childbirth,maternity
32,O99.825,Streptococcus B carrier state complicating the puerperium,maternity
33,O99.830,Other infection carrier state complicating pregnancy,maternity
34,O99.834,Other infection carrier state complicating childbirth,maternity
35,O99.835,Other infection carrier state complicating the puerperium,maternity
36,O99.840,"Bariatric surgery status complicating pregnancy, unspecified trimester",maternity
37,O99.841,"Bariatric surgery status complicating pregnancy, first trimester",maternity
38,O99.842,"Bariatric surgery status complicating pregnancy, second trimester",maternity
39,O99.843,"Bariatric surgery status complicating pregnancy, third trimester",maternity
40,O99.844,Bariatric surgery status complicating childbirth,maternity
41,O99.845,Bariatric surgery status complicating the puerperium,maternity
42,O99.89,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium",maternity
43,O9A.111,"Malignant neoplasm complicating pregnancy, first trimester",maternity
44,O9A.112,"Malignant neoplasm complicating pregnancy, second trimester",maternity
45,O9A.113,"Malignant neoplasm complicating pregnancy, third trimester",maternity
46,O9A.119,"Malignant neoplasm complicating pregnancy, unspecified trimester",maternity
47,O9A.12,Malignant neoplasm complicating childbirth,maternity
48,O9A.13,Malignant neoplasm complicating the puerperium,maternity
49,O9A.211,"Injury, poisoning and certain other consequences of external causes complicating pregnancy, first trimester",maternity
50,O9A.212,"Injury, poisoning and certain other consequences of external causes complicating pregnancy, second trimester",maternity
51,O9A.213,"Injury, poisoning and certain other consequences of external causes complicating pregnancy, third trimester",maternity
52,O9A.219,"Injury, poisoning and certain other consequences of external causes complicating pregnancy, unspecified trimester",maternity
53,O9A.22,"Injury, poisoning and certain other consequences of external causes complicating childbirth",maternity
54,O9A.23,"Injury, poisoning and certain other consequences of external causes complicating the puerperium",maternity
55,O9A.311,"Physical abuse complicating pregnancy, first trimester",maternity
56,O9A.312,"Physical abuse complicating pregnancy, second trimester",maternity
57,O9A.313,"Physical abuse complicating pregnancy, third trimester",maternity
58,O9A.319,"Physical abuse complicating pregnancy, unspecified trimester",maternity
59,O9A.32,Physical abuse complicating childbirth,maternity
60,O9A.33,Physical abuse complicating the puerperium,maternity
61,O9A.411,"Sexual abuse complicating pregnancy, first trimester",maternity
62,O9A.412,"Sexual abuse complicating pregnancy, second trimester",maternity
63,O9A.413,"Sexual abuse complicating pregnancy, third trimester",maternity
64,O9A.419,"Sexual abuse complicating pregnancy, unspecified trimester",maternity
65,O9A.42,Sexual abuse complicating childbirth,maternity
66,O9A.43,Sexual abuse complicating the puerperium,maternity
67,O9A.511,"Psychological abuse complicating pregnancy, first trimester",maternity
68,O9A.512,"Psychological abuse complicating pregnancy, second trimester",maternity
69,O9A.513,"Psychological abuse complicating pregnancy, third trimester",maternity
70,O9A.519,"Psychological abuse complicating pregnancy, unspecified trimester",maternity
71,O9A.52,Psychological abuse complicating childbirth,maternity
72,O9A.53,Psychological abuse complicating the puerperium,maternity
73,Z03.71,Encounter for suspected problem with amniotic cavity and membrane ruled out,maternity
74,Z03.72,Encounter for suspected placental problem ruled out,maternity
75,Z03.73,Encounter for suspected fetal anomaly ruled out,maternity
76,Z03.74,Encounter for suspected problem with fetal growth ruled out,maternity
77,Z03.75,Encounter for suspected cervical shortening ruled out,maternity
78,Z03.79,Encounter for other suspected maternal and fetal conditions ruled out,maternity
79,Z32.01,"Encounter for pregnancy test, result positive",maternity
80,Z33.1,"Pregnant state, incidental",maternity
81,Z33.2,Encounter for elective termination of pregnancy,maternity
82,Z33.3,"Pregnant state, gestational carrier",maternity
83,Z34.00,"Encounter for supervision of normal first pregnancy, unspecified trimester",maternity
84,Z34.01,"Encounter for supervision of normal first pregnancy, first trimester",maternity
85,Z34.02,"Encounter for supervision of normal first pregnancy, second trimester",maternity
86,Z34.03,"Encounter for supervision of normal first pregnancy, third trimester",maternity
87,Z34.80,"Encounter for supervision of other normal pregnancy, unspecified trimester",maternity
88,Z34.81,"Encounter for supervision of other normal pregnancy, first trimester",maternity
89,Z34.82,"Encounter for supervision of other normal pregnancy, second trimester",maternity
90,Z34.83,"Encounter for supervision of other normal pregnancy, third trimester",maternity
91,Z34.90,"Encounter for supervision of normal pregnancy, unspecified, unspecified trimester",maternity
92,Z34.91,"Encounter for supervision of normal pregnancy, unspecified, first trimester",maternity
93,Z34.92,"Encounter for supervision of normal pregnancy, unspecified, second trimester",maternity
94,Z34.93,"Encounter for supervision of normal pregnancy, unspecified, third trimester",maternity
95,Z36.0,Encounter for antenatal screening for chromosomal anomalies,maternity
96,Z36.1,Encounter for antenatal screening for raised alphafetoprotein level,maternity
97,Z36.2,Encounter for other antenatal screening follow-up,maternity
98,Z36.3,Encounter for antenatal screening for malformations,maternity
99,Z36.4,Encounter for antenatal screening for fetal growth retardation,maternity
0,Z36.5,Encounter for antenatal screening for isoimmunization,maternity
1,Z36.81,Encounter for antenatal screening for hydrops fetalis,maternity
2,Z36.82,Encounter for antenatal screening for nuchal translucency,maternity
3,Z36.83,Encounter for fetal screening for congenital cardiac abnormalities,maternity
4,Z36.84,Encounter for antenatal screening for fetal lung maturity,maternity
5,Z36.85,Encounter for antenatal screening for Streptococcus B,maternity
6,Z36.86,Encounter for antenatal screening for cervical length,maternity
7,Z36.87,Encounter for antenatal screening for uncertain dates,maternity
