code,desc,remark,window
86.74,Attachment Of Pedicle Or Flap Graft To Other Sites,86.74 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.75,Revision Of Pedicle Or Flap Graft,86.75 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.8,Other Repair And Reconstruction Of Skin And Subcutaneous Tissue,A child code below 86.8 with greater detail should be used.,85-86 Operations On The Integumentary System
86.81,Repair For Facial Weakness,86.81 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.82,Facial Rhytidectomy,86.82 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.83,Size Reduction Plastic Operation,86.83 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.84,Relaxation Of Scar Or Web Contracture Of Skin,86.84 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.85,Correction Of Syndactyly,86.85 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.86,Onychoplasty,86.86 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.87,Fat Graft Of Skin And Subcutaneous Tissue,86.87 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.89,Other Repair And Reconstruction Of Skin And Subcutaneous Tissue,86.89 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.9,Other Operations On Skin And Subcutaneous Tissue,A child code below 86.9 with greater detail should be used.,85-86 Operations On The Integumentary System
86.90,Extraction Of Fat For Graft Or Banking,86.90 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.91,Excision Of Skin For Graft,86.91 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.92,Electrolysis And Other Epilation Of Skin,86.92 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.93,Insertion Of Tissue Expander,86.93 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.94,"Insertion Or Replacement Of Single Array Neurostimulator Pulse Generator, Not Specified As Rechargeable",86.94 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.95,"Insertion Or Replacement Of Multiple Array Neurostimulator Pulse Generator, Not Specified As Rechargeable",86.95 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.96,Insertion Or Replacement Of Other Neurostimulator Pulse Generator,86.96 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.97,Insertion Or Replacement Of Single Array Rechargeable Neurostimulator Pulse Generator,86.97 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.98,Insertion Or Replacement Of Dual Multiple Array (Two Or More) Rechargeable Neurostimulator Pulse Generator,86.98 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
86.99,Other,86.99 is a specific code and is valid to identify a procedure.,85-86 Operations On The Integumentary System
87,Diagnostic Radiology,A child code below 87 with greater detail should be used.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.0,"Soft Tissue X-Ray Of Face, Head, And Neck",A child code below 87.0 with greater detail should be used.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.01,Pneumoencephalogram,87.01 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.02,Other Contrast Radiogram Of Brain And Skull,87.02 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.03,Computerized Axial Tomography Of Bead,87.03 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.04,Other Tomography Of Bead,87.04 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.05,Contrast Dacryocystogram,87.05 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.06,Contrast Radiogram Of Nasopharynx,87.06 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.07,Contrast Laryngogram,87.07 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.08,Cervical Lymphangiogram,87.08 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.09,"Other Soft Tissue X-Ray Of Face, Head, And Neck",87.09 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.1,"Other X-Ray Of Face, Head, And Neck",A child code below 87.1 with greater detail should be used.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.11,Full-Mouth X-Ray Of Teeth,87.11 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.12,Other Dental X-Ray,87.12 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.13,Temporomandibular Contrast Arthrogram,87.13 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.14,Contrast Radiogram Of Orbit,87.14 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.15,Contrast Radiogram Of Sinus,87.15 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.16,Other X-Ray Of Facial Bones,87.16 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.17,Other X-Ray Of Skull,87.17 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.2,X-Ray Of Spine,A child code below 87.2 with greater detail should be used.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.21,Contrast Myelogram,87.21 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.22,Other X-Ray Of Cervical Spine,87.22 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.23,Other X-Ray Of Thoracic Spine,87.23 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.24,Other X-Ray Of Lumbosacral Spine,87.24 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.29,Other X-Ray Of Spine,87.29 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.3,Soft Tissue X-Ray Of Thorax,A child code below 87.3 with greater detail should be used.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.31,Endotracheal Bronchogram,87.31 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.32,Other Contrast Bronchogram,87.32 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.33,Mediastinal Pneumogram,87.33 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.34,Intrathoracic Lymphangiogram,87.34 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.35,Contrast Radiogram Of Mammary Ducts,87.35 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.36,Xerography Of Breast,87.36 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.37,Other Mammography,87.37 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.38,Sinogram Of Chest Wall,87.38 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.39,Other Soft Tissue X-Ray Of Chest Wall,87.39 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.4,Other X-Ray Of Thorax,A child code below 87.4 with greater detail should be used.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.41,Computerized Axial Tomography Of Thorax,87.41 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.42,Other Tomography Of Thorax,87.42 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.43,"X-Ray Of Ribs, Sternum, And Clavicle",87.43 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.44,"Routine Chest X-Ray, So Described",87.44 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.49,Other Chest X-Ray,87.49 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.5,Biliary Tract X-Ray,A child code below 87.5 with greater detail should be used.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.51,Percutaneous Hepatic Cholangiogram,87.51 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
87.52,Intravenous Cholangiogram,87.52 is a specific code and is valid to identify a procedure.,87-99 Miscellaneous Diagnostic And Therapeutic Procedures
